agent_name,lambda,episode,urllc_violation_rate,embb_outage_rate
fixed_rr,0.2,43,0.0,0.0
fixed_rr,0.2,44,0.0,0.0
fixed_rr,0.2,45,0.0,0.014285714285714285
fixed_rr,0.2,46,0.0,0.0
fixed_rr,0.2,47,0.0,0.0
fixed_rr,0.2,48,0.0,0.014285714285714285
fixed_rr,0.2,49,0.0,0.0
baseline_ppo,0.2,0,0.0,0.02857142857142857
baseline_ppo,0.2,1,0.0,0.04285714285714286
baseline_ppo,0.2,2,0.0,0.02857142857142857
baseline_ppo,0.2,3,0.0,0.02857142857142857
baseline_ppo,0.2,4,0.0,0.02142857142857143
baseline_ppo,0.2,5,0.0,0.02857142857142857
baseline_ppo,0.2,6,0.0,0.02142857142857143
baseline_ppo,0.2,7,0.0,0.02857142857142857
baseline_ppo,0.2,8,0.0,0.02857142857142857
baseline_ppo,0.2,9,0.0,0.04285714285714286
baseline_ppo,0.2,10,0.0,0.02857142857142857
baseline_ppo,0.2,11,0.0,0.02857142857142857
baseline_ppo,0.2,12,0.0,0.02857142857142857
baseline_ppo,0.2,13,0.0,0.03571428571428571
baseline_ppo,0.2,14,0.0,0.014285714285714285
baseline_ppo,0.2,15,0.0,0.02142857142857143
baseline_ppo,0.2,16,0.0,0.02857142857142857
baseline_ppo,0.2,17,0.0,0.04285714285714286
baseline_ppo,0.2,18,0.0,0.03571428571428571
baseline_ppo,0.2,19,0.0,0.04285714285714286
baseline_ppo,0.2,20,0.0,0.02857142857142857
baseline_ppo,0.2,21,0.0,0.03571428571428571
baseline_ppo,0.2,22,0.0,0.04285714285714286
baseline_ppo,0.2,23,0.0,0.03571428571428571
baseline_ppo,0.2,24,0.0,0.02142857142857143
baseline_ppo,0.2,25,0.0,0.03571428571428571
baseline_ppo,0.2,26,0.0,0.04285714285714286
baseline_ppo,0.2,27,0.0,0.007142857142857143
baseline_ppo,0.2,28,0.0,0.02857142857142857
baseline_ppo,0.2,29,0.0,0.02857142857142857
baseline_ppo,0.2,30,0.0,0.02857142857142857
baseline_ppo,0.2,31,0.0,0.02857142857142857
baseline_ppo,0.2,32,0.0,0.02857142857142857
baseline_ppo,0.2,33,0.0,0.02857142857142857
baseline_ppo,0.2,34,0.0,0.04285714285714286
baseline_ppo,0.2,35,0.0,0.02857142857142857
baseline_ppo,0.2,36,0.0,0.03571428571428571
baseline_ppo,0.2,37,0.0,0.02142857142857143
baseline_ppo,0.2,38,0.0,0.02142857142857143
baseline_ppo,0.2,39,0.0,0.014285714285714285
baseline_ppo,0.2,40,0.0,0.03571428571428571
baseline_ppo,0.2,41,0.0,0.04285714285714286
baseline_ppo,0.2,42,0.0,0.02857142857142857
baseline_ppo,0.2,43,0.0,0.05
baseline_ppo,0.2,44,0.0,0.03571428571428571
baseline_ppo,0.2,45,0.0,0.02142857142857143
baseline_ppo,0.2,46,0.0,0.02857142857142857
baseline_ppo,0.2,47,0.0,0.03571428571428571
baseline_ppo,0.2,48,0.0,0.03571428571428571
baseline_ppo,0.2,49,0.0,0.02857142857142857
var_ppo,0.2,0,0.0,0.05
var_ppo,0.2,1,0.0,0.03571428571428571
var_ppo,0.2,2,0.0,0.03571428571428571
var_ppo,0.2,3,0.0,0.02142857142857143
var_ppo,0.2,4,0.0,0.007142857142857143
var_ppo,0.2,5,0.0,0.02857142857142857
var_ppo,0.2,6,0.0,0.02142857142857143
var_ppo,0.2,7,0.0,0.02857142857142857
var_ppo,0.2,8,0.0,0.02857142857142857
var_ppo,0.2,9,0.0,0.05714285714285714
var_ppo,0.2,10,0.0,0.02857142857142857
var_ppo,0.2,11,0.0,0.02142857142857143
var_ppo,0.2,12,0.0,0.014285714285714285
var_ppo,0.2,13,0.0,0.02857142857142857
var_ppo,0.2,14,0.0,0.007142857142857143
var_ppo,0.2,15,0.0,0.03571428571428571
var_ppo,0.2,16,0.0,0.03571428571428571
var_ppo,0.2,17,0.0,0.03571428571428571
var_ppo,0.2,18,0.0,0.02142857142857143
var_ppo,0.2,19,0.0,0.03571428571428571
var_ppo,0.2,20,0.0,0.02857142857142857
var_ppo,0.2,21,0.0,0.04285714285714286
var_ppo,0.2,22,0.0,0.02142857142857143
var_ppo,0.2,23,0.0,0.02857142857142857
var_ppo,0.2,24,0.0,0.02857142857142857
var_ppo,0.2,25,0.0,0.02857142857142857
var_ppo,0.2,26,0.0,0.04285714285714286
var_ppo,0.2,27,0.0,0.02857142857142857
var_ppo,0.2,28,0.0,0.03571428571428571
var_ppo,0.2,29,0.0,0.02142857142857143
var_ppo,0.2,30,0.0,0.02142857142857143
var_ppo,0.2,31,0.0,0.02857142857142857
var_ppo,0.2,32,0.0,0.02857142857142857
var_ppo,0.2,33,0.0,0.04285714285714286
var_ppo,0.2,34,0.0,0.02142857142857143
var_ppo,0.2,35,0.0,0.02142857142857143
var_ppo,0.2,36,0.0,0.02142857142857143
var_ppo,0.2,37,0.0,0.03571428571428571
var_ppo,0.2,38,0.0,0.014285714285714285
var_ppo,0.2,39,0.0,0.007142857142857143
var_ppo,0.2,40,0.0,0.05714285714285714
var_ppo,0.2,41,0.0,0.014285714285714285
var_ppo,0.2,42,0.0,0.03571428571428571
var_ppo,0.2,43,0.0,0.03571428571428571
var_ppo,0.2,44,0.0,0.02142857142857143
var_ppo,0.2,45,0.0,0.02142857142857143
var_ppo,0.2,46,0.0,0.02857142857142857
var_ppo,0.2,47,0.0,0.014285714285714285
var_ppo,0.2,48,0.0,0.02142857142857143
var_ppo,0.2,49,0.0,0.02142857142857143
fixed_rr,0.5,0,0.0,0.007142857142857143
fixed_rr,0.5,1,0.0,0.007142857142857143
fixed_rr,0.5,2,0.007142857142857143,0.0
fixed_rr,0.5,3,0.007142857142857143,0.0
fixed_rr,0.5,4,0.0,0.02142857142857143
fixed_rr,0.5,5,0.007142857142857143,0.007142857142857143
fixed_rr,0.5,6,0.0,0.0
fixed_rr,0.5,7,0.0,0.02142857142857143
fixed_rr,0.5,8,0.0,0.0
fixed_rr,0.5,9,0.0,0.007142857142857143
fixed_rr,0.5,10,0.0,0.014285714285714285
fixed_rr,0.5,11,0.0,0.007142857142857143
fixed_rr,0.5,12,0.007142857142857143,0.0
fixed_rr,0.5,13,0.0,0.0
fixed_rr,0.5,14,0.007142857142857143,0.0
fixed_rr,0.5,15,0.007142857142857143,0.007142857142857143
fixed_rr,0.5,16,0.02142857142857143,0.0
fixed_rr,0.5,17,0.0,0.0
fixed_rr,0.5,18,0.007142857142857143,0.0
fixed_rr,0.5,19,0.0,0.007142857142857143
fixed_rr,0.5,20,0.014285714285714285,0.014285714285714285
fixed_rr,0.5,21,0.02142857142857143,0.007142857142857143
fixed_rr,0.5,22,0.0,0.0
fixed_rr,0.5,23,0.007142857142857143,0.007142857142857143
fixed_rr,0.5,24,0.007142857142857143,0.0
fixed_rr,0.5,25,0.007142857142857143,0.0
fixed_rr,0.5,26,0.02142857142857143,0.014285714285714285
fixed_rr,0.5,27,0.0,0.0
fixed_rr,0.5,28,0.007142857142857143,0.02857142857142857
fixed_rr,0.5,29,0.014285714285714285,0.0
fixed_rr,0.5,30,0.0,0.0
fixed_rr,0.5,31,0.014285714285714285,0.014285714285714285
fixed_rr,0.5,32,0.007142857142857143,0.0
fixed_rr,0.5,33,0.007142857142857143,0.007142857142857143
fixed_rr,0.5,34,0.007142857142857143,0.007142857142857143
fixed_rr,0.5,35,0.014285714285714285,0.02142857142857143
fixed_rr,0.5,36,0.014285714285714285,0.014285714285714285
fixed_rr,0.5,37,0.014285714285714285,0.007142857142857143
fixed_rr,0.5,38,0.0,0.0
fixed_rr,0.5,39,0.0,0.007142857142857143
fixed_rr,0.5,40,0.02857142857142857,0.007142857142857143
fixed_rr,0.5,41,0.0,0.007142857142857143
fixed_rr,0.5,42,0.02857142857142857,0.007142857142857143
fixed_rr,0.5,43,0.007142857142857143,0.014285714285714285
fixed_rr,0.5,44,0.014285714285714285,0.014285714285714285
fixed_rr,0.5,45,0.0,0.007142857142857143
fixed_rr,0.5,46,0.007142857142857143,0.007142857142857143
fixed_rr,0.5,47,0.02142857142857143,0.007142857142857143
fixed_rr,0.5,48,0.0,0.0
fixed_rr,0.5,49,0.0,0.007142857142857143
baseline_ppo,0.5,0,0.0,0.05714285714285714
baseline_ppo,0.5,1,0.0,0.05714285714285714
baseline_ppo,0.5,2,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,3,0.007142857142857143,0.06428571428571428
baseline_ppo,0.5,4,0.0,0.05
baseline_ppo,0.5,5,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,6,0.0,0.07142857142857142
baseline_ppo,0.5,7,0.0,0.07142857142857142
baseline_ppo,0.5,8,0.0,0.05714285714285714
baseline_ppo,0.5,9,0.0,0.07142857142857142
baseline_ppo,0.5,10,0.0,0.06428571428571428
baseline_ppo,0.5,11,0.0,0.05714285714285714
baseline_ppo,0.5,12,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,13,0.0,0.07142857142857142
baseline_ppo,0.5,14,0.007142857142857143,0.05714285714285714
baseline_ppo,0.5,15,0.007142857142857143,0.05714285714285714
baseline_ppo,0.5,16,0.02142857142857143,0.06428571428571428
baseline_ppo,0.5,17,0.0,0.06428571428571428
baseline_ppo,0.5,18,0.007142857142857143,0.06428571428571428
baseline_ppo,0.5,19,0.0,0.07142857142857142
baseline_ppo,0.5,20,0.014285714285714285,0.07142857142857142
baseline_ppo,0.5,21,0.02142857142857143,0.06428571428571428
baseline_ppo,0.5,22,0.0,0.07142857142857142
baseline_ppo,0.5,23,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,24,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,25,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,26,0.02142857142857143,0.07142857142857142
baseline_ppo,0.5,27,0.0,0.07142857142857142
baseline_ppo,0.5,28,0.007142857142857143,0.05714285714285714
baseline_ppo,0.5,29,0.014285714285714285,0.06428571428571428
baseline_ppo,0.5,30,0.0,0.05714285714285714
baseline_ppo,0.5,31,0.014285714285714285,0.07142857142857142
baseline_ppo,0.5,32,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,33,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,34,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,35,0.014285714285714285,0.07142857142857142
baseline_ppo,0.5,36,0.014285714285714285,0.06428571428571428
baseline_ppo,0.5,37,0.014285714285714285,0.06428571428571428
baseline_ppo,0.5,38,0.0,0.07142857142857142
baseline_ppo,0.5,39,0.0,0.06428571428571428
baseline_ppo,0.5,40,0.02857142857142857,0.05714285714285714
baseline_ppo,0.5,41,0.0,0.06428571428571428
baseline_ppo,0.5,42,0.02857142857142857,0.07142857142857142
baseline_ppo,0.5,43,0.007142857142857143,0.06428571428571428
baseline_ppo,0.5,44,0.014285714285714285,0.07142857142857142
baseline_ppo,0.5,45,0.0,0.07142857142857142
baseline_ppo,0.5,46,0.007142857142857143,0.07142857142857142
baseline_ppo,0.5,47,0.02142857142857143,0.06428571428571428
baseline_ppo,0.5,48,0.0,0.06428571428571428
baseline_ppo,0.5,49,0.0,0.06428571428571428
var_ppo,0.5,0,0.0,0.07857142857142857
var_ppo,0.5,1,0.0,0.07142857142857142
var_ppo,0.5,2,0.007142857142857143,0.08571428571428572
var_ppo,0.5,3,0.007142857142857143,0.07857142857142857
var_ppo,0.5,4,0.0,0.04285714285714286
var_ppo,0.5,5,0.007142857142857143,0.08571428571428572
var_ppo,0.5,6,0.0,0.07142857142857142
var_ppo,0.5,7,0.0,0.10714285714285714
var_ppo,0.5,8,0.0,0.07142857142857142
var_ppo,0.5,9,0.0,0.07857142857142857
var_ppo,0.5,10,0.0,0.07142857142857142
var_ppo,0.5,11,0.0,0.08571428571428572
var_ppo,0.5,12,0.007142857142857143,0.08571428571428572
var_ppo,0.5,13,0.0,0.07857142857142857
var_ppo,0.5,14,0.007142857142857143,0.08571428571428572
var_ppo,0.5,15,0.007142857142857143,0.06428571428571428
var_ppo,0.5,16,0.02142857142857143,0.09285714285714286
var_ppo,0.5,17,0.0,0.04285714285714286
var_ppo,0.5,18,0.007142857142857143,0.07857142857142857
var_ppo,0.5,19,0.0,0.11428571428571428
var_ppo,0.5,20,0.014285714285714285,0.10714285714285714
var_ppo,0.5,21,0.02142857142857143,0.08571428571428572
var_ppo,0.5,22,0.0,0.09285714285714286
var_ppo,0.5,23,0.007142857142857143,0.07142857142857142
var_ppo,0.5,24,0.007142857142857143,0.09285714285714286
var_ppo,0.5,25,0.007142857142857143,0.10714285714285714
var_ppo,0.5,26,0.02142857142857143,0.09285714285714286
var_ppo,0.5,27,0.0,0.09285714285714286
var_ppo,0.5,28,0.007142857142857143,0.06428571428571428
var_ppo,0.5,29,0.014285714285714285,0.07142857142857142
var_ppo,0.5,30,0.0,0.05
var_ppo,0.5,31,0.014285714285714285,0.10714285714285714
var_ppo,0.5,32,0.007142857142857143,0.07857142857142857
var_ppo,0.5,33,0.007142857142857143,0.12142857142857143
var_ppo,0.5,34,0.007142857142857143,0.07857142857142857
var_ppo,0.5,35,0.014285714285714285,0.08571428571428572
var_ppo,0.5,36,0.014285714285714285,0.08571428571428572
var_ppo,0.5,37,0.014285714285714285,0.07142857142857142
var_ppo,0.5,38,0.0,0.1
var_ppo,0.5,39,0.0,0.07857142857142857
var_ppo,0.5,40,0.02857142857142857,0.07857142857142857
var_ppo,0.5,41,0.0,0.07142857142857142
var_ppo,0.5,42,0.02857142857142857,0.09285714285714286
var_ppo,0.5,43,0.007142857142857143,0.08571428571428572
var_ppo,0.5,44,0.014285714285714285,0.1
var_ppo,0.5,45,0.0,0.07857142857142857
var_ppo,0.5,46,0.007142857142857143,0.06428571428571428
var_ppo,0.5,47,0.02142857142857143,0.07142857142857142
var_ppo,0.5,48,0.0,0.07857142857142857
var_ppo,0.5,49,0.0,0.07857142857142857
fixed_rr,0.8,0,0.05714285714285714,0.03571428571428571
fixed_rr,0.8,1,0.05,0.014285714285714285
fixed_rr,0.8,2,0.02857142857142857,0.014285714285714285
fixed_rr,0.8,3,0.04285714285714286,0.0
fixed_rr,0.8,4,0.007142857142857143,0.014285714285714285
fixed_rr,0.8,5,0.1,0.02142857142857143
fixed_rr,0.8,6,0.05714285714285714,0.02857142857142857
fixed_rr,0.8,7,0.07142857142857142,0.02142857142857143
fixed_rr,0.8,8,0.03571428571428571,0.014285714285714285
fixed_rr,0.8,9,0.007142857142857143,0.007142857142857143
fixed_rr,0.8,10,0.06428571428571428,0.014285714285714285
fixed_rr,0.8,11,0.05714285714285714,0.03571428571428571
fixed_rr,0.8,12,0.02857142857142857,0.0
fixed_rr,0.8,13,0.06428571428571428,0.014285714285714285
fixed_rr,0.8,14,0.11428571428571428,0.014285714285714285
fixed_rr,0.8,15,0.05714285714285714,0.02142857142857143
fixed_rr,0.8,16,0.05714285714285714,0.014285714285714285
fixed_rr,0.8,17,0.014285714285714285,0.0
fixed_rr,0.8,18,0.10714285714285714,0.02857142857142857
fixed_rr,0.8,19,0.08571428571428572,0.014285714285714285
fixed_rr,0.8,20,0.07142857142857142,0.007142857142857143
fixed_rr,0.8,21,0.05,0.02142857142857143
fixed_rr,0.8,22,0.10714285714285714,0.014285714285714285
fixed_rr,0.8,23,0.02857142857142857,0.02857142857142857
fixed_rr,0.8,24,0.06428571428571428,0.02857142857142857
fixed_rr,0.8,25,0.06428571428571428,0.03571428571428571
fixed_rr,0.8,26,0.05714285714285714,0.02857142857142857
fixed_rr,0.8,27,0.06428571428571428,0.04285714285714286
fixed_rr,0.8,28,0.10714285714285714,0.007142857142857143
fixed_rr,0.8,29,0.03571428571428571,0.02857142857142857
fixed_rr,0.8,30,0.05,0.0
fixed_rr,0.8,31,0.06428571428571428,0.007142857142857143
fixed_rr,0.8,32,0.08571428571428572,0.02142857142857143
fixed_rr,0.8,33,0.07857142857142857,0.04285714285714286
fixed_rr,0.8,34,0.06428571428571428,0.007142857142857143
fixed_rr,0.8,35,0.05714285714285714,0.02857142857142857
fixed_rr,0.8,36,0.09285714285714286,0.02142857142857143
fixed_rr,0.8,37,0.04285714285714286,0.03571428571428571
fixed_rr,0.8,38,0.05714285714285714,0.0
fixed_rr,0.8,39,0.05714285714285714,0.014285714285714285
fixed_rr,0.8,40,0.10714285714285714,0.014285714285714285
fixed_rr,0.8,41,0.02142857142857143,0.0
fixed_rr,0.8,42,0.07142857142857142,0.0
fixed_rr,0.8,43,0.06428571428571428,0.014285714285714285
fixed_rr,0.8,44,0.14285714285714285,0.007142857142857143
fixed_rr,0.8,45,0.05714285714285714,0.03571428571428571
fixed_rr,0.8,46,0.10714285714285714,0.03571428571428571
fixed_rr,0.8,47,0.03571428571428571,0.02857142857142857
fixed_rr,0.8,48,0.05,0.014285714285714285
fixed_rr,0.8,49,0.1,0.05
baseline_ppo,0.8,0,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,1,0.05,0.07142857142857142
baseline_ppo,0.8,2,0.02857142857142857,0.07142857142857142
baseline_ppo,0.8,3,0.04285714285714286,0.07142857142857142
baseline_ppo,0.8,4,0.007142857142857143,0.07142857142857142
baseline_ppo,0.8,5,0.1,0.07142857142857142
baseline_ppo,0.8,6,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,7,0.07142857142857142,0.07142857142857142
baseline_ppo,0.8,8,0.03571428571428571,0.07142857142857142
baseline_ppo,0.8,9,0.007142857142857143,0.07142857142857142
baseline_ppo,0.8,10,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,11,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,12,0.02857142857142857,0.07142857142857142
baseline_ppo,0.8,13,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,14,0.11428571428571428,0.07142857142857142
baseline_ppo,0.8,15,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,16,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,17,0.014285714285714285,0.07142857142857142
baseline_ppo,0.8,18,0.10714285714285714,0.07142857142857142
baseline_ppo,0.8,19,0.08571428571428572,0.07142857142857142
baseline_ppo,0.8,20,0.07142857142857142,0.07142857142857142
baseline_ppo,0.8,21,0.05,0.07142857142857142
baseline_ppo,0.8,22,0.10714285714285714,0.07142857142857142
baseline_ppo,0.8,23,0.02857142857142857,0.07142857142857142
baseline_ppo,0.8,24,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,25,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,26,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,27,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,28,0.10714285714285714,0.06428571428571428
baseline_ppo,0.8,29,0.03571428571428571,0.07142857142857142
baseline_ppo,0.8,30,0.05,0.07142857142857142
baseline_ppo,0.8,31,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,32,0.08571428571428572,0.07142857142857142
baseline_ppo,0.8,33,0.07857142857142857,0.07142857142857142
baseline_ppo,0.8,34,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,35,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,36,0.09285714285714286,0.07142857142857142
baseline_ppo,0.8,37,0.04285714285714286,0.07142857142857142
baseline_ppo,0.8,38,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,39,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,40,0.10714285714285714,0.07142857142857142
baseline_ppo,0.8,41,0.02142857142857143,0.07142857142857142
baseline_ppo,0.8,42,0.07142857142857142,0.07142857142857142
baseline_ppo,0.8,43,0.06428571428571428,0.07142857142857142
baseline_ppo,0.8,44,0.14285714285714285,0.07142857142857142
baseline_ppo,0.8,45,0.05714285714285714,0.07142857142857142
baseline_ppo,0.8,46,0.10714285714285714,0.07142857142857142
baseline_ppo,0.8,47,0.03571428571428571,0.07142857142857142
baseline_ppo,0.8,48,0.05,0.07142857142857142
baseline_ppo,0.8,49,0.1,0.07142857142857142
var_ppo,0.8,0,0.05714285714285714,0.1357142857142857
var_ppo,0.8,1,0.05,0.1
var_ppo,0.8,2,0.02857142857142857,0.12142857142857143
var_ppo,0.8,3,0.04285714285714286,0.12142857142857143
var_ppo,0.8,4,0.007142857142857143,0.09285714285714286
var_ppo,0.8,5,0.1,0.1
var_ppo,0.8,6,0.05714285714285714,0.12142857142857143
var_ppo,0.8,7,0.07142857142857142,0.14285714285714285
var_ppo,0.8,8,0.03571428571428571,0.12142857142857143
var_ppo,0.8,9,0.007142857142857143,0.12142857142857143
var_ppo,0.8,10,0.06428571428571428,0.1
var_ppo,0.8,11,0.05714285714285714,0.12142857142857143
var_ppo,0.8,12,0.02857142857142857,0.11428571428571428
var_ppo,0.8,13,0.06428571428571428,0.11428571428571428
var_ppo,0.8,14,0.11428571428571428,0.1357142857142857
var_ppo,0.8,15,0.05714285714285714,0.10714285714285714
var_ppo,0.8,16,0.05714285714285714,0.11428571428571428
var_ppo,0.8,17,0.014285714285714285,0.12142857142857143
var_ppo,0.8,18,0.10714285714285714,0.12142857142857143
var_ppo,0.8,19,0.08571428571428572,0.1357142857142857
var_ppo,0.8,20,0.07142857142857142,0.1357142857142857
var_ppo,0.8,21,0.05,0.12142857142857143
var_ppo,0.8,22,0.10714285714285714,0.12142857142857143
var_ppo,0.8,23,0.02857142857142857,0.12142857142857143
var_ppo,0.8,24,0.06428571428571428,0.12857142857142856
var_ppo,0.8,25,0.06428571428571428,0.12142857142857143
var_ppo,0.8,26,0.05714285714285714,0.11428571428571428
var_ppo,0.8,27,0.06428571428571428,0.12857142857142856
var_ppo,0.8,28,0.10714285714285714,0.12857142857142856
var_ppo,0.8,29,0.03571428571428571,0.11428571428571428
var_ppo,0.8,30,0.05,0.12857142857142856
var_ppo,0.8,31,0.06428571428571428,0.1357142857142857
var_ppo,0.8,32,0.08571428571428572,0.12142857142857143
var_ppo,0.8,33,0.07857142857142857,0.1357142857142857
var_ppo,0.8,34,0.06428571428571428,0.12857142857142856
var_ppo,0.8,35,0.05714285714285714,0.1
var_ppo,0.8,36,0.09285714285714286,0.12142857142857143
var_ppo,0.8,37,0.04285714285714286,0.12142857142857143
var_ppo,0.8,38,0.05714285714285714,0.1
var_ppo,0.8,39,0.05714285714285714,0.11428571428571428
var_ppo,0.8,40,0.10714285714285714,0.11428571428571428
var_ppo,0.8,41,0.02142857142857143,0.12857142857142856
var_ppo,0.8,42,0.07142857142857142,0.12142857142857143
var_ppo,0.8,43,0.06428571428571428,0.1357142857142857
var_ppo,0.8,44,0.14285714285714285,0.11428571428571428
var_ppo,0.8,45,0.05714285714285714,0.12142857142857143
var_ppo,0.8,46,0.10714285714285714,0.12142857142857143
var_ppo,0.8,47,0.03571428571428571,0.11428571428571428
var_ppo,0.8,48,0.05,0.12142857142857143
var_ppo,0.8,49,0.1,0.12142857142857143
fixed_rr,1.0,0,0.10714285714285714,0.02142857142857143
fixed_rr,1.0,1,0.18571428571428572,0.007142857142857143
fixed_rr,1.0,2,0.11428571428571428,0.007142857142857143
fixed_rr,1.0,3,0.12857142857142856,0.02857142857142857
fixed_rr,1.0,4,0.04285714285714286,0.014285714285714285
fixed_rr,1.0,5,0.24285714285714285,0.03571428571428571
fixed_rr,1.0,6,0.12142857142857143,0.05
fixed_rr,1.0,7,0.2,0.02142857142857143
fixed_rr,1.0,8,0.12142857142857143,0.02142857142857143
fixed_rr,1.0,9,0.15,0.03571428571428571
fixed_rr,1.0,10,0.18571428571428572,0.014285714285714285
fixed_rr,1.0,11,0.14285714285714285,0.03571428571428571
fixed_rr,1.0,12,0.09285714285714286,0.02857142857142857
fixed_rr,1.0,13,0.17857142857142858,0.02142857142857143
fixed_rr,1.0,14,0.19285714285714287,0.02142857142857143
fixed_rr,1.0,15,0.14285714285714285,0.02142857142857143
fixed_rr,1.0,16,0.1357142857142857,0.02142857142857143
fixed_rr,1.0,17,0.1,0.02142857142857143
fixed_rr,1.0,18,0.18571428571428572,0.02142857142857143
fixed_rr,1.0,19,0.09285714285714286,0.014285714285714285
fixed_rr,1.0,20,0.18571428571428572,0.02142857142857143
fixed_rr,1.0,21,0.06428571428571428,0.007142857142857143
fixed_rr,1.0,22,0.22142857142857142,0.007142857142857143
fixed_rr,1.0,23,0.10714285714285714,0.014285714285714285
fixed_rr,1.0,24,0.12857142857142856,0.02857142857142857
fixed_rr,1.0,25,0.16428571428571428,0.02857142857142857
fixed_rr,1.0,26,0.15714285714285714,0.007142857142857143
fixed_rr,1.0,27,0.17857142857142858,0.04285714285714286
fixed_rr,1.0,28,0.12142857142857143,0.02857142857142857
fixed_rr,1.0,29,0.15,0.014285714285714285
fixed_rr,1.0,30,0.17142857142857143,0.02857142857142857
fixed_rr,1.0,31,0.10714285714285714,0.007142857142857143
fixed_rr,1.0,32,0.14285714285714285,0.014285714285714285
fixed_rr,1.0,33,0.20714285714285716,0.014285714285714285
fixed_rr,1.0,34,0.12142857142857143,0.02857142857142857
fixed_rr,1.0,35,0.12142857142857143,0.03571428571428571
fixed_rr,1.0,36,0.22142857142857142,0.0
fixed_rr,1.0,37,0.18571428571428572,0.02857142857142857
fixed_rr,1.0,38,0.12142857142857143,0.02142857142857143
fixed_rr,1.0,39,0.08571428571428572,0.03571428571428571
fixed_rr,1.0,40,0.16428571428571428,0.014285714285714285
fixed_rr,1.0,41,0.09285714285714286,0.02142857142857143
fixed_rr,1.0,42,0.2785714285714286,0.02142857142857143
fixed_rr,1.0,43,0.24285714285714285,0.02857142857142857
fixed_rr,1.0,44,0.2,0.02857142857142857
fixed_rr,1.0,45,0.11428571428571428,0.02142857142857143
fixed_rr,1.0,46,0.25,0.014285714285714285
fixed_rr,1.0,47,0.08571428571428572,0.014285714285714285
fixed_rr,1.0,48,0.15,0.0
fixed_rr,1.0,49,0.1,0.0
baseline_ppo,1.0,0,0.10714285714285714,0.07142857142857142
